timestep,obstacle_id,relative_direction,d_long,d_lat,adjusted_d_long,adjusted_d_lat,v_rel_long,v_rel_lat,a_rel_long,a_rel_lat,ttc_long,ttc_lat,motion_description,wdominant,long_dsc,lat_dsc,dsc,long_tsc,lat_tsc,tsc,risk_score
69,30762,Rear-right,-7.21,-20.65,-2.7,-19.04,-2.51,-2.66,0.16,0.29,inf,inf,Obstacle is moving away in behind longitudinally . Obstacle is moving away laterally to the right.,0.5,3,5,4.0,5,5,5.0,4
70,30762,Rear-right,-7.42,-20.93,-2.91,-19.32,-2.52,-2.65,-0.05,-0.16,inf,inf,Obstacle is moving away in behind longitudinally . Obstacle is moving away laterally to the right.,0.5,3,5,4.0,5,5,5.0,4
71,30762,Rear-right,-7.62,-21.21,-3.11,-19.6,-2.54,-2.62,-0.19,-0.46,inf,inf,Obstacle is moving away in behind longitudinally . Obstacle is moving away laterally to the right.,0.5,4,5,4.5,5,5,5.0,4
72,30762,Rear-right,-7.82,-21.49,-3.31,-19.88,-2.56,-2.6,-0.22,-0.53,inf,inf,Obstacle is moving away in behind longitudinally . Obstacle is moving away laterally to the right.,0.5,4,5,4.5,5,5,5.0,4
73,30762,Rear-right,-8.04,-21.76,-3.53,-20.15,-2.57,-2.59,0.0,-0.12,inf,inf,Obstacle is moving away in behind longitudinally . Obstacle is moving away laterally to the right.,0.5,4,5,4.5,5,5,5.0,4
74,30762,Rear-right,-8.27,-22.03,-3.77,-20.42,-2.61,-2.59,-0.36,-0.91,inf,inf,Obstacle is moving away in behind longitudinally . Obstacle is moving away laterally to the right.,0.5,4,5,4.5,5,5,5.0,4
75,30762,Rear-right,-8.54,-22.29,-4.03,-20.68,-2.64,-2.59,-0.27,-0.67,inf,inf,Obstacle is moving away in behind longitudinally . Obstacle is moving away laterally to the right.,0.5,4,5,4.5,5,5,5.0,4
76,30762,Rear-right,-8.81,-22.54,-4.31,-20.93,-2.68,-2.59,-0.37,-0.94,inf,inf,Obstacle is moving away in behind longitudinally . Obstacle is moving away laterally to the right.,0.5,4,5,4.5,5,5,5.0,4
77,30762,Rear-right,-9.09,-22.79,-4.58,-21.18,-2.71,-2.6,-0.18,-0.58,inf,inf,Obstacle is moving away in behind longitudinally . Obstacle is moving away laterally to the right.,0.5,4,5,4.5,5,5,5.0,4
78,30762,Rear-right,-9.37,-23.05,-4.86,-21.44,-2.75,-2.6,-0.01,-0.16,inf,inf,Obstacle is moving away in behind longitudinally . Obstacle is moving away laterally to the right.,0.5,4,5,4.5,5,5,5.0,4
79,30762,Rear-right,-9.65,-23.31,-5.14,-21.7,-2.77,-2.61,0.03,-0.12,inf,inf,Obstacle is moving away in behind longitudinally . Obstacle is moving away laterally to the right.,0.5,5,5,5.0,5,5,5.0,5
80,30762,Rear-right,-9.93,-23.57,-5.42,-21.96,-2.8,-2.62,0.02,-0.16,inf,inf,Obstacle is moving away in behind longitudinally . Obstacle is moving away laterally to the right.,0.5,5,5,5.0,5,5,5.0,5
81,30762,Rear-right,-10.21,-23.83,-5.7,-22.22,-2.86,-2.61,-0.11,-0.37,inf,inf,Obstacle is moving away in behind longitudinally . Obstacle is moving away laterally to the right.,0.5,5,5,5.0,5,5,5.0,5
82,30762,Rear-right,-10.47,-24.1,-5.96,-22.49,-2.9,-2.6,-0.03,-0.23,inf,inf,Obstacle is moving away in behind longitudinally . Obstacle is moving away laterally to the right.,0.5,5,5,5.0,5,5,5.0,5
83,30762,Rear-right,-10.71,-24.37,-6.2,-22.76,-2.94,-2.59,0.02,-0.15,inf,inf,Obstacle is moving away in behind longitudinally . Obstacle is moving away laterally to the right.,0.5,5,5,5.0,5,5,5.0,5
84,30762,Rear-right,-10.95,-24.65,-6.44,-23.04,-2.96,-2.57,-0.23,-0.62,inf,inf,Obstacle is moving away in behind longitudinally . Obstacle is moving away laterally to the right.,0.5,5,5,5.0,5,5,5.0,5
85,30762,Rear-right,-11.19,-24.93,-6.68,-23.32,-2.97,-2.57,0.09,0.01,inf,inf,Obstacle is moving away in behind longitudinally . Obstacle is moving away laterally to the right.,0.5,5,5,5.0,5,5,5.0,5
86,30753,Front-right,7.77,-28.82,3.26,-27.21,-16.96,2.86,-0.33,-0.84,0.19,9.5,Obstacle is driving toward the ego car longitudinally from front. Obstacle is driving toward the ego car laterally from the right.,0.5,4,5,4.5,1,5,3.0,3
86,30762,Rear-right,-11.46,-25.2,-6.95,-23.59,-3.04,-2.55,-0.12,-0.46,inf,inf,Obstacle is moving away in behind longitudinally . Obstacle is moving away laterally to the right.,0.5,5,5,5.0,5,5,5.0,5
87,30753,Front-right,6.09,-28.53,1.59,-26.92,-17.0,2.86,-0.18,-0.49,0.09,9.41,Obstacle is driving toward the ego car longitudinally from front. Obstacle is driving toward the ego car laterally from the right.,0.5,3,5,4.0,0,5,2.5,3
87,30762,Rear-right,-11.74,-25.47,-7.23,-23.86,-3.03,-2.55,-0.02,-0.19,inf,inf,Obstacle is moving away in behind longitudinally . Obstacle is moving away laterally to the right.,0.5,5,5,5.0,5,5,5.0,5
88,30753,Right,4.39,-28.24,0.0,-26.63,-17.04,2.86,-0.27,-0.7,0.0,9.31,Exact longitudinal alignment or co. Obstacle is driving toward the ego car laterally from the right.,0.0,0,5,5.0,0,5,5.0,5
88,30762,Rear-right,-12.05,-25.72,-7.54,-24.11,-3.11,-2.54,-0.03,-0.24,inf,inf,Obstacle is moving away in behind longitudinally . Obstacle is moving away laterally to the right.,0.5,5,5,5.0,5,5,5.0,5
89,30753,Right,2.69,-27.96,0.0,-26.35,-17.05,2.85,-0.14,-0.47,0.0,9.26,Exact longitudinal alignment or co. Obstacle is driving toward the ego car laterally from the right.,0.0,0,5,5.0,0,5,5.0,5
89,30762,Rear-right,-12.35,-25.97,-7.84,-24.36,-3.12,-2.55,-0.02,-0.24,inf,inf,Obstacle is moving away in behind longitudinally . Obstacle is moving away laterally to the right.,0.5,5,5,5.0,5,5,5.0,5
90,30753,Right,0.99,-27.67,0.0,-26.06,-17.12,2.86,-0.06,-0.41,0.0,9.12,Exact longitudinal alignment or co. Obstacle is driving toward the ego car laterally from the right.,0.0,0,5,5.0,0,5,5.0,5
90,30762,Rear-right,-12.66,-26.23,-8.15,-24.62,-3.2,-2.54,-0.34,-0.99,inf,inf,Obstacle is moving away in behind longitudinally . Obstacle is moving away laterally to the right.,0.5,5,5,5.0,5,5,5.0,5
91,30753,Right,-0.7,-27.39,0.0,-25.78,-17.22,2.84,-0.43,-1.28,0.0,9.08,Exact longitudinal alignment or co. Obstacle is driving toward the ego car laterally from the right.,0.0,0,5,5.0,0,5,5.0,5
91,30762,Rear-right,-12.96,-26.49,-8.46,-24.88,-3.28,-2.54,0.04,-0.36,inf,inf,Obstacle is moving away in behind longitudinally . Obstacle is moving away laterally to the right.,0.5,5,5,5.0,5,5,5.0,5
92,30753,Right,-2.41,-27.11,0.0,-25.5,-17.33,2.79,0.23,-0.11,0.0,9.14,Exact longitudinal alignment or co. Obstacle is driving toward the ego car laterally from the right.,0.0,0,5,5.0,0,5,5.0,5
92,30762,Rear-right,-13.27,-26.75,-8.77,-25.14,-3.37,-2.55,-0.0,-0.57,inf,inf,Obstacle is moving away in behind longitudinally . Obstacle is moving away laterally to the right.,0.5,5,5,5.0,5,5,5.0,5
93,30753,Right,-4.12,-26.84,0.0,-25.23,-17.45,2.76,0.18,-0.14,0.0,9.14,Exact longitudinal alignment or co. Obstacle is driving toward the ego car laterally from the right.,0.0,0,5,5.0,0,5,5.0,5
94,30753,Rear-right,-5.85,-26.56,-1.34,-24.95,-17.59,2.73,0.26,-0.16,inf,9.14,Obstacle is moving away in behind longitudinally . Obstacle is driving toward the ego car laterally from the right.,0.5,3,5,4.0,5,5,5.0,4
95,30753,Rear-right,-7.6,-26.29,-3.09,-24.68,-17.8,2.72,-0.08,-0.97,inf,9.08,Obstacle is moving away in behind longitudinally . Obstacle is driving toward the ego car laterally from the right.,0.5,4,5,4.5,5,5,5.0,4
96,30753,Rear-right,-9.37,-26.02,-4.86,-24.41,-17.89,2.71,0.18,0.11,inf,9.01,Obstacle is moving away in behind longitudinally . Obstacle is driving toward the ego car laterally from the right.,0.5,4,5,4.5,5,5,5.0,4
97,30753,Rear-right,-11.16,-25.75,-6.65,-24.14,-17.93,2.7,0.32,0.5,inf,8.95,Obstacle is moving away in behind longitudinally . Obstacle is driving toward the ego car laterally from the right.,0.5,5,5,5.0,5,5,5.0,5
98,30753,Rear-right,-12.95,-25.48,-8.45,-23.87,-17.99,2.7,-0.16,-0.38,inf,8.84,Obstacle is moving away in behind longitudinally . Obstacle is driving toward the ego car laterally from the right.,0.5,5,5,5.0,5,5,5.0,5
